,MSE,NumberClu,w1_1,w1_2,w2_1,w2_2,w3_1,w3_2,w4_1,w4_2
33,2.2174347002564634,4,2.429956521474881,-0.2912453077571091,-1.8430801710250306,3.8098120508789615,-0.885013560096267,4.252819371421132,-1.2030634306752996,1.6758083049746928
34,2.4639731197924255,5,2.3925639617975216,-0.3269757476877513,-1.7513945307765078,3.79971078620512,-0.8527241805736706,4.281685857888535,-1.2102852564274997,1.6133327638597146
35,4.820278288131253,4,2.3932898268966882,-0.35150746812795336,-1.853976158113699,3.7916231717265454,-0.8888039783975554,4.22499075410954,-1.1785411606889151,1.5920624455835266
36,2.4612288848686266,4,2.422135786951277,-0.24905178181454415,-1.7782358824486686,3.794332890116549,-0.9038760945513221,4.1988151502226705,-1.218331586818533,1.6346394812915703
37,6.368723092662975,5,2.4041638336552644,-0.3003226255573928,-1.8436858213032241,3.8207556304880743,-0.8903545492971414,4.188462067773563,-1.193135375722849,1.5520389234402199
38,3.197749136024578,4,2.3844496560523414,-0.4106532914651277,-1.7155926076250472,3.7736450160342514,-0.8468490395069663,4.2529419678071045,-1.1840518935917488,1.5968024926736057
39,2.5779138776059694,5,2.3863422038719104,-0.3275050450604846,-1.766064619412745,3.791956450714284,-0.9609422417809768,4.113330934030037,-1.2074475811710548,1.6104686250715055
40,5.868896580036711,6,2.394935706149924,-0.3336654108585852,-1.7940197207512703,3.7906257946738497,-0.9021315737918224,4.232333348553641,-1.237168111183449,1.6318090085352641
41,2.5813941802955007,5,2.3855202894392957,-0.3469944775468205,-1.7801678894442041,3.781845602424041,-0.9345969401342252,4.14014064785383,-1.20663171119192,1.5883155475145776
42,2.5000757511084633,4,2.4129667713673775,-0.2948683712985641,-1.9046619389603063,3.8112621002348575,-0.8560066219166638,4.250453805578715,-1.1849555463800117,1.619323172747173
43,3.1115168292511077,4,2.4337601358572574,-0.27243358789391864,-1.8053172362903225,3.788801658147951,-0.9031669768867074,4.2452353157980935,-1.2110307686427653,1.6738870643642256
44,3.105819025892103,5,2.4550665120322237,-0.15361854033843314,-1.6374358340138953,3.7810234440048855,-0.9187930578534542,4.193328533269428,-1.1941119170579053,1.6075565650172736
45,3.3605535176478463,5,2.396710021698075,-0.34706694901833435,-1.776043560700738,3.7875177126724706,-0.9320015222856808,4.109322285331215,-1.2202733737740188,1.6071798432657365
46,2.6564997304857814,4,2.3823571206451595,-0.3512500606582686,-1.8648588424963928,3.809181162688183,-0.9295376785321146,4.165441260421636,-1.199535223893909,1.6235260432170078
47,6.470709560671399,5,2.4396712433347196,-0.20930690274479344,-1.8230737562648711,3.7908028828692926,-0.8679196775137916,4.274349802808869,-1.2071886729351842,1.5552855609236205
48,3.224551607339634,4,2.4191232337505304,-0.2983965845615959,-1.8953067333698062,3.8048353491868885,-0.9154899312245297,4.223921942723677,-1.1893906016548283,1.5658638200987856
49,3.6441193755749905,4,2.381000592736702,-0.3354749563615663,-1.852317082788616,3.7964625565395913,-0.9187424416343328,4.174021310747517,-1.2002983027324756,1.5902480637309007
