,MSE,NumberClu,w1_1,w1_2,w2_1,w2_2,w3_1,w3_2,w4_1,w4_2
0,4.006107736748584,4,2.4369991460387714,-0.6433573038054591,-1.4573315020390114,3.571266818092073,-1.1413141981480277,4.501413251629374,-0.8961689297843143,1.733505448300329
1,6.142623046030126,5,2.415889300205912,-0.33525712834179927,-1.5596660801428484,3.594354368265064,-0.9964914662623751,4.732393466145814,1.183580374983596,-2.361570585267255
2,4.079107742744334,4,2.589928059833764,-0.24667388249983657,-0.05129757020300051,3.3858061588756203,-1.0767004953606536,4.470020377763564,-0.9708619391722877,2.2053030751168086
3,2.825537155628208,5,2.7139096516029575,0.029644094097370493,-2.166714443363257,3.648574648310788,-0.9131659774141712,4.669508827168736,-1.1905306607814348,1.5849419741461293
4,3.7972075561933014,4,2.671284160600804,-0.10335618608901578,-1.1074300572445703,3.561594069190655,-1.0388497153293297,4.599626818250907,-0.4020291618235952,0.5957621346196206
5,6.069979494754319,4,2.431829005246459,-0.22918957682545402,-1.392970070373307,3.5547907315676963,-1.2339497325939925,4.141957553795198,1.2453270776985388,-2.2728242956608566
6,3.0507016548982167,4,2.697635167598459,-0.042507584229211345,-1.6741062051251119,3.633112218008675,-1.0617950784682653,4.441262544817619,-0.9286736318617063,1.8572143733405182
7,2.907942573166929,5,2.6162644071802665,-0.16689461582595702,-1.6010946606077991,3.6107774222279687,-1.1496350701807334,4.3038642665716385,-0.8641784556560391,1.7293814745422107
8,3.9551039380828836,4,2.4205404012594998,-0.6717237573745237,-2.2135792088654522,3.6932205277760968,-1.1783824256425506,4.3408880392902125,-0.19553775161261563,-0.04727699340530913
9,4.356138682740809,4,2.6058042850274545,-0.2549004169360542,-1.0805007729177252,3.508095219463581,-1.2268464431593424,4.180737818633818,-0.27366613269094264,0.5689342772335106
10,4.658591236610347,5,2.3710051676346398,-0.4197777636498327,-1.9578804804825762,3.8059775763303483,-0.8880716061471939,4.231605316705308,-1.1695164179594635,1.5232282425887878
11,3.890713878129045,6,2.2317800444221847,-1.1765420139373293,-1.7014117188174025,3.6470866569640825,-1.2272199318847123,4.190983872524833,-0.3506852886341556,0.24262536975478868
12,2.677914021160687,4,2.618118288616086,-0.2169525182419649,-1.7239563158409015,3.628130554938931,-0.7921281042173453,5.020661703528837,-0.8944447337443389,1.8811277209054125
13,6.7192400576395706,4,2.399184509906568,-0.3075528953383127,-1.8215795206283696,3.60612291481534,-1.0105623126531431,4.618126343717071,1.0373512985547149,-1.705860935544736
14,6.650972095680327,4,2.4016447342846075,-0.32728953432817826,-1.7350306368294572,3.6320961932749194,-1.2133429624486964,4.3004166883396095,0.976143156369184,-2.299565174391838
15,3.200048564364629,4,3.26353565289397,1.427003301300889,-2.143133746295875,3.677829849784484,-1.2243767293706573,4.115301729353595,-1.1808100968454935,1.5498016634925498
16,2.981261479793689,4,2.6025148872104706,-0.20607827957745853,-1.0024055589157002,3.5436457347125,-0.9432947884657654,4.75865052983021,-0.8379848334690901,1.7138054834665706
17,7.830887360838499,5,2.403053245177723,-0.29080001636369707,-0.9273882961687676,3.5265333235064293,-1.2121827239477387,4.319305612628689,0.8832591464047842,-1.5986495027430967
18,2.5454382071467005,4,2.6101828577193857,-0.22947058958517605,-1.4675837508169576,3.6119010741783693,-1.051039367013826,4.5107534288114275,-0.8792733250445958,1.8722290858241737
19,2.647561120487256,4,2.438652354513419,-0.6194747323543679,-0.5585675139937673,3.495967126284984,-1.299555236722685,3.966710050609665,-0.9264644423414147,2.134683856383583
20,3.321418675766172,5,2.5129543349629038,-0.45622850843608265,-1.8363970863823649,3.7942976195524305,-1.1143927561055897,4.439117233924313,-1.199357555261654,1.5797838359914393
21,7.745986070733616,5,2.4183897348000287,-0.2690380334352607,-1.9043269458073693,3.815089808130775,-0.9118373561138814,4.188689012495607,-1.1842716344725774,1.5898860929910763
22,5.219916479899987,5,2.3961214998285545,-0.3361252460920985,-1.7530954097297622,3.79779216267228,-0.8946070753091278,4.255498263118682,-1.1877848318856523,1.5983837437342427
23,3.057216087267287,4,2.5432466273046006,-0.3147842883812228,-2.1989226249298195,3.627225634818586,-1.2985122169315104,4.013602077463727,-0.845540935035033,1.7760713291981007
24,3.71181789637772,4,2.495230061564722,-0.520971002306176,-1.3706921837553898,3.5809492144939052,-0.9379751540412655,4.664648238794661,-0.2351940047746647,0.26155394339325433
25,5.14217305115481,4,2.6013183553521673,-0.18994456175682192,-0.18762781030217454,3.437473620694366,-1.2817654470265125,4.145971213172721,-0.2297130566208933,0.5521019135976778
26,4.311037445841183,5,2.4160645954526103,-0.2872114255099668,-1.9054380382641551,3.8153773936732693,-1.2027602117351057,4.2509749011918565,-1.1685656143547198,1.4909662438583247
27,5.129697975574759,4,2.451554880270158,-0.5689991050006052,-2.479965237800291,3.7141260887100884,-1.4675498507137532,3.658906382211418,-0.9994430506026457,1.9690125721508638
28,3.955245243191356,4,2.654489081305774,-0.06898147819146758,-0.5294587151368644,3.4760389329986787,-1.0413796119933656,4.772089663954288,-0.9229460508982729,1.7393999494912609
29,7.061627243323649,5,2.3870598153759457,-0.37131360986622314,-1.6300320602037306,3.5853887285277235,-1.5400144169742047,3.6621299303989723,1.1781370781052254,-1.595864257142031
30,3.28784510499245,4,2.5901919515744307,-0.21975256896655207,-1.6076541089211136,3.592462314815092,-1.2698576172183678,4.092511081649149,-0.817325788150506,1.3964800018110126
