,MSE,NumberClu,w1_1,w1_2,w2_1,w2_2,w3_1,w3_2,w4_1,w4_2
31,2.300875023442866,4,2.6032512451930683,-0.23809226056497926,-1.399410137027829,3.5689041651738145,-0.9226272128006311,4.872823042760752,-1.071739570730261,2.1573856122498385
32,2.9632751200345386,4,2.5948294569700106,-0.23763335876400427,-1.8104027654373198,3.6228062910698284,-1.0267527042255575,4.4961145315509565,-0.7351877979063324,1.5418153000507926
33,2.462764239878622,4,2.8593695560771843,0.3140601421948,-1.0283182705334961,3.590332845420396,-1.0856161946658252,4.5172658936959,-0.6679998116870577,1.347431303468337
34,3.5782635132616822,5,2.401273083393177,-0.3042090670240175,-1.768417330420629,3.804186989203624,-0.8477400883649654,4.298381435700918,-1.2124289893364157,1.6219068992312937
35,4.600256364355803,4,2.573848127858042,-0.24278584326604555,-1.8428791163193226,3.79078882397168,-1.1918865951683002,4.179797652033367,-0.9627649018081555,1.8871751819903184
36,2.9735740982050958,4,2.821525932533534,0.32515897606036365,-1.7636326809242284,3.6311639298267933,-1.234077152390508,4.157594487456061,-0.9813871237837158,1.8981150013177304
37,6.11212182035845,5,2.333623879879922,-0.9287663426437421,-2.1171683005425788,3.6189204436021067,-1.1469236678147285,4.2906309811984755,-0.08262626811368104,-0.19477674383556873
38,3.676177409659502,4,2.68799600170432,-0.0388381641266225,-1.192953117826671,3.508354617910168,-1.09054232065163,4.499772292278309,-0.7713315104165709,1.663464917408596
39,4.097642766232253,5,2.3765290114824467,-0.3534305312267232,-1.7947116316801734,3.7955301096783316,-0.9482240133686924,4.132508105650458,-1.2077093849514207,1.5906241686101146
40,2.583639968490072,5,2.4007737407865584,-0.778176432636247,-0.7572405014638143,3.475627983460872,-1.1437743720079208,4.353718194821724,-0.9286820570063101,1.810631127545982
41,3.3151709695589084,4,2.498617750370192,-0.4859166302938355,-0.9348666278125588,3.5279452398056135,-1.3290526623361034,4.0856842458328035,-0.8121140601106293,1.6309851682735492
42,3.3472670962093414,4,2.5073229033180544,-0.489615298203245,-1.2052408434515642,3.5602242109416955,-0.9598723168132481,4.806186011007341,-0.9709304021440123,2.2678915876364
43,3.5255869321860818,4,2.4510856175531415,-0.6025329965094541,-2.106615638435764,3.650549421124714,-1.2976396899350287,4.129878979279211,-1.204553705576842,1.6618412040698507
44,3.919815044761291,5,2.804319983052642,0.32658149177580237,-1.1516138190459753,3.5553043166709264,-1.0951960191582866,4.46458058017398,-0.6702660592998296,1.4514111830055196
45,4.438402514440241,5,2.5925747841731472,-0.26491639803757,-1.4814832507779672,3.5745905976460395,-1.5442582537115084,3.7294495342365006,-1.0221094815877143,2.2682434055508716
46,5.7816336164536555,5,2.368427867452479,-0.3836393601064421,-1.006162093679974,3.5105515397018707,-1.2206076832604247,4.245337535782873,-1.2048192574899155,1.6100615248609715
47,3.3271695213754997,5,2.4345425341976874,-0.21699094519385903,-1.8214850412878008,3.7911678391888026,-0.8679955055447462,4.2672715557124254,-1.2081718066232432,1.5608972690872542
48,3.685007406076772,4,2.6449379707341945,-0.04749530247860818,-1.9721095074595048,3.6511024012122864,-1.0838431960944641,4.458967780644808,-0.9751141209957979,2.123191293480493
49,4.16763683346704,4,2.491196658848035,-0.36601627097520917,-1.7315076999829038,3.591864042514903,-1.2117452864121137,4.235690188627504,-0.7606811282604447,1.553752415302385
