,MSE,NumberClu,w1_1,w1_2,w2_1,w2_2,w3_1,w3_2,w4_1,w4_2
39,5.624386490465533,5,2.375314538831992,-0.36033582265830755,-1.7981588083361875,3.795812088942881,-0.949171543438149,4.130943454360341,-1.2075600416971641,1.5905115374049354
40,5.045636635430925,7,2.388834567258317,-0.354417708638197,-0.7584602303058209,3.4757889400327198,-1.1899896757490576,4.262229109244662,-0.24456749367513686,0.6903128829892548
41,3.9365220063409434,6,2.4986394260106866,-0.48579999282674197,-0.9500893389849184,3.5294234146450196,-1.215146695817014,4.17395517682159,-0.8230855534807034,1.665158256278728
42,3.667801298563936,5,2.507282859883229,-0.4897079514879764,-1.205179411519746,3.560216143851102,-0.95686182157024,4.812600486372537,-0.9669607492205644,2.251416131977915
43,4.935561200785802,5,2.436855977537529,-0.6282240156045209,-2.1153714798053187,3.6524383767081923,-1.2977864186199866,4.129510044172176,-1.2030486930224278,1.6594339610195212
44,8.571243293364772,6,2.448358535945453,-0.17649944207143367,-1.1452537835488348,3.5547434468432253,-1.081938077348306,4.4937196469268015,1.267181297137605,-1.936410943162325
45,5.819527911999227,6,2.5930032763917317,-0.26325459331010176,-1.4680376078727642,3.5734795834337727,-1.5438339285396179,3.730069083844921,-1.022389728518038,2.269079220945431
46,7.971030049068799,6,2.3693727004477503,-0.38166435035595364,-1.0072687735319172,3.510910855762076,-1.2263275752214433,4.231805967016692,-1.2042834334934869,1.6081294506134969
47,5.1589132123482315,5,2.4349302847762355,-0.21621729849632204,-1.8084064548119767,3.789863066923686,-0.8681077321288528,4.267161475330205,-1.2083224532967254,1.5616509407820451
48,8.298417175943348,5,2.4294344381837414,-0.2737051410790642,-1.7152972795404025,3.623248636215302,-1.083874620908154,4.458895504721746,0.9391701239840492,-1.9673360148222119
49,5.53950413670488,5,2.4994534313926375,-0.34035904095879294,-1.6958113735191884,3.5858991404745226,-1.211239300667791,4.236954000974533,-0.7668613501273384,1.5746018790614371
