,MSE,NumberClu,w1_1,w1_2,w2_1,w2_2,w3_1,w3_2,w4_1,w4_2
30,4.3451060180398136,5,2.5830146738270297,-0.2050444385747878,-1.6147652089762228,3.6056522540123397,-1.2347735668262136,4.108340021097616,-0.9073551249342274,1.4886567100835315
31,2.377425243435894,5,2.3733268546661384,-0.370729171382215,-1.7220973021877912,3.79586825072629,-0.9083675073551473,4.2186772957373115,-1.1931696857056715,1.5559775975401127
32,3.7657009586658456,5,2.400646718931928,-0.31918384404735084,-1.7353131061197782,3.784199002944667,-0.8854070321653692,4.242187576799317,-1.2237480484920253,1.6313593006071188
33,2.480937938824847,5,2.443502953614264,-0.2550304866382292,-1.8450269314024716,3.8100840244650227,-0.8838275935652669,4.254386397092929,-1.2137940410393224,1.6976571307721724
34,4.73866780493746,5,2.3958010306738142,-0.3154798879795439,-1.763849712483888,3.8034796115978806,-0.8488749626046833,4.293220069869672,-1.213074366758253,1.6233944514396546
35,3.6313650617492845,5,2.4264303035561303,-0.2680514036895873,-1.8436588151052553,3.7909058418323376,-0.8892895163555906,4.22456727678656,-1.1833931658575205,1.6151002019011491
36,3.1566891910233723,5,2.42248652072208,-0.2482007136076197,-1.7799427548962468,3.793999056875594,-0.9030697860678237,4.200962403711757,-1.218511910969358,1.6351162747589516
37,4.07500763258236,6,2.404311019194638,-0.3007676365906827,-1.8442533681973636,3.820947363523482,-0.8909079203932848,4.187269270523618,-1.192901306787395,1.5512372734167643
38,4.49012660726039,5,2.400934928865066,-0.3698057824638112,-1.717314120197758,3.7738649638673296,-0.84663365830938,4.253408131144281,-1.1873800374240522,1.600498528443049
39,5.730693771382177,5,2.37564365319994,-0.35907431404864376,-1.8317448548867699,3.7973887916402824,-0.9502568902050317,4.127028402338922,-1.2077656951510454,1.5944780740669229
40,5.445293222767173,6,2.387003028882176,-0.358886213760854,-1.79056715385518,3.7922076752793257,-0.8984255654083765,4.225073786105228,-1.228421325801168,1.615272219011963
41,3.1323833252974924,6,2.3860875902620147,-0.3465721171600724,-1.7801371987249914,3.7818420804681696,-0.9345271094395722,4.140012415024672,-1.2066270889854296,1.5882705932721475
42,2.571763535969167,5,2.4131410388744343,-0.29492488010773044,-1.9037075309293263,3.8110679704394097,-0.8515169677845577,4.262599270767109,-1.186585878265023,1.6214488245103604
43,4.275843876810748,5,2.4331817735083137,-0.27388731776836206,-1.802521960592229,3.7886153381858767,-0.9048410217965354,4.242151143603642,-1.2042528077354955,1.6615387962358636
44,4.145321883423038,6,2.448375516154491,-0.17015869141590187,-1.6372710219467603,3.7810065237874864,-0.9201932989818425,4.191403057131302,-1.1971738342505944,1.6127038541922152
45,4.783566931853368,6,2.3967278829601097,-0.3469924339805703,-1.7842843256784373,3.7882370312841056,-0.9299157197234977,4.111696092534639,-1.221384906602994,1.6101693488102666
46,3.99479494124032,5,2.3836706971331294,-0.34766159271518365,-1.861783243649417,3.808850014624001,-0.9295743605587458,4.165417069475463,-1.1999740783341437,1.6246534747458476
47,5.170292532677977,5,2.4350722502407955,-0.21603813454063517,-1.8084660714895942,3.789800176439712,-0.8680318056746344,4.267387232357821,-1.2080498202101402,1.5613689579220165
48,5.211822392700981,5,2.428623223524241,-0.2757706308690956,-1.8987346006685863,3.805344642144257,-0.9145582436098252,4.225488860382616,-1.1887546043703268,1.5655637912485352
49,4.946788947946518,5,2.3808408213599765,-0.336750792056573,-1.849090220993702,3.7957347214589046,-0.9181787711228528,4.174584085962527,-1.193938600618611,1.5788763191679078
